source_row_id,like_count,love_count,care_count,haha_count,wow_count,sad_count,angry_count,source_total_reactions,calculated_total_reactions,record_id,model_text,privacy_masked,language_type,text_hash,duplicate_group_id,duplicate_count,is_duplicate,total_reactions,log_total_reactions,like_ratio,like_ratio_smoothed,love_ratio,love_ratio_smoothed,care_ratio,care_ratio_smoothed,haha_ratio,haha_ratio_smoothed,wow_ratio,wow_ratio_smoothed,sad_ratio,sad_ratio_smoothed,angry_ratio,angry_ratio_smoothed,dominant_reaction,dominant_ratio,dominance_margin,sentiment_label_v1,label_confidence_v1,fusion_score_v1,reaction_entropy_v1,is_ambiguous_v1,positive_anchor_mass_v1,negative_anchor_mass_v1,baseline_filtered_label,baseline_filtered_score,label_version_v1,split,quality_status,sentiment_label,candidate_sentiment_label,label_confidence,is_uncertain,is_ambiguous,reaction_entropy,mixed_evidence,sentiment_probability_negative,sentiment_probability_neutral,sentiment_probability_positive,sentiment_probability_mixed,emotion_probability_joy,emotion_probability_affection,emotion_probability_amusement,emotion_probability_surprise,emotion_probability_sadness,emotion_probability_anger,emotion_probability_care_empathy,emotion_probability_fear,emotion_probability_disgust,emotion_probability_approval,emotion_probability_sarcasm,decision_reason,prediction_source,label_version
1,51,8,1,16,1,0,2,79,79,RF_POST_000001,විනිසුරුවරුන්ගේ විශ්රාම වයස සංශෝධනය කිරීම ඇතුළු කරුණු ඇතුළත් 22වන ආණ්ඩුක්රම ව්යවස්ථා සංශෝධන පනත් කෙටුම්පත ගැසට් කර තිබේ.,False,sinhala,eff1bea08d1c1a413e584360a0f58368b3162521d47da157b8cae7b2ab295898,DUP_eff1bea08d1c1a41,1,False,79,4.382026634673881,0.6455696202531646,0.6046511627906976,0.1012658227848101,0.1046511627906976,0.0126582278481012,0.0232558139534883,0.2025316455696202,0.1976744186046511,0.0126582278481012,0.0232558139534883,0.0,0.0116279069767441,0.0253164556962025,0.0348837209302325,like,0.6455696202531646,0.4430379746835443,positive,0.1228865193250301,0.2113159013541824,0.5352350556429544,True,0.1082278481012658,0.0253164556962025,positive,0.6208530805687204,reactionfusion_v1_provisional,train,approved,uncertain,neutral,0.2895349453530586,True,True,0.6190749311798678,0.11517673138230099,0.18075114922322003,0.2895349453530586,0.2793794826402405,0.2503344227834809,0.6407984003158106,0.3919411545982906,0.29610528429401667,6.653153242071672e-05,0.23326503095258727,0.0011338290321611804,0.00010130971540874193,0.020076055908226823,0.012871326388276216,0.5266313697442557,0.0965878625716257,"candidate=neutral; anchor_balance=0.071; mixed_evidence=0.115; strongest=joy=0.64, approval=0.53",final_model,reactionfusion_v2_hybrid_development
4,326,1,0,177,4,9,8,525,525,RF_POST_000004,පල්ලන්සේන බන්ධනාගාරයේ නොසන්සුන්තාවක් මේ වනවිට රැඳවියන් පිරිසක් වහලය මත නැග ඇති බව ද සඳහන්ය,False,sinhala,bcf9f3cfa020b706dd61d62f40817879f36969367ad55b713d67422294952a9d,DUP_bcf9f3cfa020b706,1,False,525,6.26530121273771,0.6209523809523809,0.6146616541353384,0.0019047619047619,0.0037593984962406,0.0,0.0018796992481203,0.3371428571428571,0.3345864661654135,0.0076190476190476,0.0093984962406015,0.0171428571428571,0.018796992481203,0.0152380952380952,0.0169172932330827,like,0.6209523809523809,0.2838095238095238,neutral,0.1683205561575639,-0.0918331435268897,0.4342404852712776,True,0.0019047619047619,0.0323809523809523,negative,-0.8888888888888888,reactionfusion_v1_provisional,train,approved,negative,negative,0.34346949032290264,False,False,0.45523040590138614,0.008728101767282215,0.34346949032290264,0.3371381562424078,0.17981692523088225,0.1395754282038073,0.029231405817576498,0.08319216495416062,0.16903062369110855,0.04388687309795023,0.1432243032586283,0.8758947137873667,0.15312652867706664,0.3463032597594549,0.5873069364490668,0.1496229644387702,0.6413549863650158,"candidate=negative; anchor_balance=-0.031; mixed_evidence=0.009; strongest=anger=0.88, sarcasm=0.64",final_model,reactionfusion_v2_hybrid_development
5,35,0,1,0,0,0,0,36,36,RF_POST_000005,පේරාදෙණිය විශ්වවිද්යාලයේ කටයුතු 10 වැනිදා සිට යළි ඇරඹෙයි,False,sinhala,659262edefeae1b12d1557bde62b40b8986dcdeeafbd148479483513ff8c6202,DUP_659262edefeae1b1,1,False,36,3.610917912644224,0.9722222222222222,0.8372093023255814,0.0,0.0232558139534883,0.0277777777777777,0.0465116279069767,0.0,0.0232558139534883,0.0,0.0232558139534883,0.0,0.0232558139534883,0.0,0.0232558139534883,like,0.9722222222222222,0.9444444444444444,neutral,0.1912479595235908,0.0360466830032841,0.0652293968470351,True,0.0152777777777777,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved,negative,negative,0.3269955822937009,False,False,0.37453184668626943,0.06968034356953849,0.3269955822937009,0.20549518804854294,0.2448947803714455,0.22261444928631072,0.11517092457151015,0.11343474837957214,0.011931407685960602,3.914409277651525e-05,0.872312005887622,0.3090886993470763,0.14183506834582787,0.15768972292114275,0.6584457575304437,0.44446174762237073,0.18034951695235948,"candidate=negative; anchor_balance=0.002; mixed_evidence=0.070; strongest=sadness=0.87, disgust=0.66",final_model,reactionfusion_v2_hybrid_development
6,1151,99,4,37,36,259,6,1592,1592,RF_POST_000006,කුරුවිට බන්ධනාගාරයේ ගැටුමෙන් දෙදෙනෙකු මරුට,False,sinhala,82b9390ddfc2e593ff118d4db41f1ec2aeb623384b8c8723a0f97f14e84e42fd,DUP_82b9390ddfc2e593,1,False,1592,7.373374309910049,0.7229899497487438,0.7204502814258912,0.0621859296482412,0.0625390869293308,0.0025125628140703,0.0031269543464665,0.0232412060301507,0.0237648530331457,0.0226130653266331,0.0231394621638524,0.1626884422110552,0.1626016260162601,0.0037688442211055,0.0043777360850531,like,0.7229899497487438,0.5603015075376885,negative,0.1618914133948254,-0.2114296090350496,0.4686022536418697,True,0.0635678391959799,0.1664572864321608,negative,-0.4472965592572365,reactionfusion_v1_provisional,train,approved,neutral,neutral,0.49213378294296284,False,False,0.4742070679149481,0.12188812064605607,0.29143613753789327,0.49213378294296284,0.13057150637719891,0.08585857314194496,0.022094182573890852,0.015013923466508112,0.0016812697997370292,0.5627740026840379,0.12004141771074789,0.00445112435401098,0.44445427132681214,0.0735237721193246,0.43706738822033137,0.018056440154187364,0.37691232317452444,"candidate=neutral; anchor_balance=-0.103; mixed_evidence=0.122; strongest=surprise=0.56, care_empathy=0.44",final_model,reactionfusion_v2_hybrid_development
7,26,8,1,0,0,0,0,35,35,RF_POST_000007,2025 වසරේ විස්සයි20 හොඳම පිතිකරු පැතුම් නිස්සංක ශ්රී ලංකා ක්රිකට් සම්මාන රාත්රිය,False,sinhala,89ae72a72afb070436af3e173fc15c2ff53a1b14c3421e64510dfcf5a44581ab,DUP_89ae72a72afb0704,1,False,35,3.58351893845611,0.7428571428571429,0.6428571428571429,0.2285714285714285,0.2142857142857142,0.0285714285714285,0.0476190476190476,0.0,0.0238095238095238,0.0,0.0238095238095238,0.0,0.0238095238095238,0.0,0.0238095238095238,like,0.7428571428571429,0.5142857142857142,positive,0.1838529611905408,0.4397605803054588,0.3390428137752312,True,0.2442857142857142,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved,positive,positive,0.3715397684818404,False,False,0.5730359653158774,0.10914970767921474,0.10968954345766438,0.22072140396832435,0.3715397684818404,0.29804928409217085,0.8947207757050346,0.30432835020172244,0.5851620945787541,1.0878152086937657e-05,0.46732722924905523,6.4827560735883036e-06,0.00033191338050593175,0.0010996811994631367,0.0003645833151934406,0.9094321925995659,0.00968956829393345,"candidate=positive; anchor_balance=0.193; mixed_evidence=0.109; strongest=approval=0.91, joy=0.89",final_model,reactionfusion_v2_hybrid_development
8,55,13,2,1,0,0,0,71,71,RF_POST_000008,දුෂ්මන්ත චමීර 2025 වසරේ විස්සයි20 හොඳම පන්දු යවන්නා ශ්රී ලංකා ක්රිකට් සම්මාන රාත්රිය,False,sinhala,1ea83ccf689b0d511fbab1396db4384422f1039e1448f6a2ca928d4792c2d482,DUP_1ea83ccf689b0d51,1,False,71,4.276666119016055,0.7746478873239436,0.717948717948718,0.1830985915492957,0.1794871794871795,0.028169014084507,0.0384615384615384,0.0140845070422535,0.0256410256410256,0.0,0.0128205128205128,0.0,0.0128205128205128,0.0,0.0128205128205128,like,0.7746478873239436,0.5915492957746479,positive,0.2421673546066723,0.3856844357815048,0.3439232814446463,True,0.1985915492957746,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved,positive,positive,0.38288326426697106,False,False,0.4794715015306629,0.04917656425955517,0.11391949381650068,0.22204972547016247,0.38288326426697106,0.28114751644636576,0.8839507598972909,0.6028651130633724,0.13314976737327858,0.00017856435006032096,0.4943170696110695,0.0003151745455443199,0.047405436897222694,0.012236527877993831,0.024719647567770838,0.936428332726712,0.06680225896562393,"candidate=positive; anchor_balance=0.175; mixed_evidence=0.049; strongest=approval=0.94, joy=0.88",final_model,reactionfusion_v2_hybrid_development
10,167,1,1,68,2,3,1,243,243,RF_POST_000010,කුරුවිට බන්ධනාගාරයේ රැඳවියන් පිරිසක් අතරද අද (07) නොසන්සුන්කාරී තත්ත්වයක් හටගෙන තිබේ.,False,sinhala,851546a718aa3d3885ff739b68c82f3d917ad15a23eac58075767946342b70d3,DUP_851546a718aa3d38,1,False,243,5.497168225293202,0.6872427983539094,0.672,0.0041152263374485,0.008,0.0041152263374485,0.008,0.279835390946502,0.276,0.0082304526748971,0.012,0.0123456790123456,0.016,0.0041152263374485,0.008,like,0.6872427983539094,0.4074074074074074,neutral,0.5236171176321816,-0.0294480872488016,0.3986419599552787,True,0.0063786008230452,0.0164609053497942,negative,-0.4414414414414415,reactionfusion_v1_provisional,train,approved,negative,negative,0.3442536962535855,False,False,0.44069051146855526,0.021858249368840343,0.3442536962535855,0.23217799285979437,0.20947890241734413,0.214089408469276,0.06228716831252795,0.1595847291834624,0.09928678704571858,0.015431302397925409,0.39993241705230453,0.7890213722391691,0.4612072316800699,0.5814270896578293,0.6566957926405718,0.33758259278129266,0.5907382608508329,"candidate=negative; anchor_balance=-0.012; mixed_evidence=0.022; strongest=anger=0.79, disgust=0.66",final_model,reactionfusion_v2_hybrid_development
11,75,1,0,52,0,0,0,128,128,RF_POST_000011,දිනෙන් දින කල්දමමින් තිබෙන පළාත් සභා මැතිවරණය ඉක්මනින් පවත්වන්න ශ්රී ලංකාවේ නිල සංචාරයක නිරත ඉන්දීය විදේශ ලේකම් මෙරට බලධාරීන් හමුවේ ප්රකාශ කරයි,False,sinhala,913b0ec4219ecd05612f6a202e5e82176878edcc38b9b11730a31d16dfdd6370,DUP_913b0ec4219ecd05,1,False,128,4.859812404361672,0.5859375,0.562962962962963,0.0078125,0.0148148148148148,0.0,0.0074074074074074,0.40625,0.3925925925925926,0.0,0.0074074074074074,0.0,0.0074074074074074,0.0,0.0074074074074074,like,0.5859375,0.1796875,neutral,0.4997857109030483,0.0250066103544757,0.3684955916740777,True,0.0078125,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved,mixed,mixed,0.3684768125484157,False,True,0.4616124043621368,0.027354809147385886,0.2799807517724543,0.13952829951641327,0.2120141361627167,0.3684768125484157,0.14874294723614362,0.42685929268275147,0.49636435721456523,0.004547554969665587,0.5490255525705394,0.8051413207222985,0.31131700473970364,0.7112552325594211,0.6185611003701473,0.6052418934591453,0.7886493261195422,"candidate=mixed; anchor_balance=0.004; mixed_evidence=0.027; strongest=anger=0.81, sarcasm=0.79",final_model,reactionfusion_v2_hybrid_development
12,240,76,4,3,2,0,0,325,325,RF_POST_000012,බාල දක්ෂයෝ ලක්ෂයක් හෙට සිට ගෙන් ගෙට එනවා,False,sinhala,b4cf920016399b4a67e5e90c263be98e4383c8ce360ddd8c67f5724f564eed9d,DUP_b4cf920016399b4a,1,False,325,5.786897381366708,0.7384615384615385,0.7259036144578314,0.2338461538461538,0.2319277108433735,0.0123076923076923,0.0150602409638554,0.0092307692307692,0.0120481927710843,0.0061538461538461,0.0090361445783132,0.0,0.003012048192771,0.0,0.003012048192771,like,0.7384615384615385,0.5046153846153846,positive,0.3613901223771517,0.4402606306571992,0.3558181525271447,False,0.2406153846153846,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved,positive,positive,0.40843301184517494,False,False,0.39332962979129765,0.009477822404609582,0.1755228134382449,0.2609414995147679,0.40843301184517494,0.15510267520181234,0.8514370308561451,0.5010166131144074,0.06269498490717336,0.002627628455158887,0.10947256034323029,0.0011200733910437589,0.5684674078112448,0.005044152138205537,0.18849765597784832,0.863042056273556,0.2677851042681494,"candidate=positive; anchor_balance=0.234; mixed_evidence=0.009; strongest=approval=0.86, joy=0.85",final_model,reactionfusion_v2_hybrid_development
14,841,187,7,7,5,2,0,1049,1049,RF_POST_000014,"මහ නගර සභාවට වරිපනම් නොගෙ වූ කොළඹ 7 ඉඩම් 30 පවරා ගන්න යනවා කොළඹ කොටුව දේපළ58 ක් ,වැල්ලවත්තේ දේපළ 67ක් කෝටි ගණන් දේපළ ඒ අතර",False,sinhala,cf009ce315a149434c57f0e800f7b09c76f726d183d80d5fb3c7ed35feb62231,DUP_cf009ce315a14943,1,False,1049,6.956545443151569,0.8017159199237369,0.7973484848484849,0.1782650142993327,0.178030303030303,0.0066730219256434,0.0075757575757575,0.0066730219256434,0.0075757575757575,0.0047664442326024,0.0056818181818181,0.0019065776930409,0.002840909090909,0.0,0.0009469696969696,like,0.8017159199237369,0.6234509056244042,positive,0.3033114267230498,0.3573883376624716,0.3026226936138019,True,0.1819351763584366,0.0019065776930409,positive,0.9792584910552242,reactionfusion_v1_provisional,train,approved,uncertain,neutral,0.29215521693247737,True,True,0.31575246539468427,0.0047841282635558225,0.28279793649239054,0.29215521693247737,0.2832293850172115,0.1418174615579206,0.5267630184957194,0.23397718826419467,0.02183108607671534,0.017250556383573475,0.13138554642816266,0.00798651395062015,0.7772967738346523,0.0048960126818105775,0.5685052187988978,0.6714406668985937,0.4980043366150344,"candidate=neutral; anchor_balance=0.178; mixed_evidence=0.005; strongest=care_empathy=0.78, approval=0.67",final_model,reactionfusion_v2_hybrid_development
15,80,1,0,0,0,0,0,81,81,RF_POST_000015,වයස අවුරුදු 50 සහ ඊට වැඩි වැඩිහිටියන් සඳහා ලොව ප්රථම වරට mRNA-පාදක සාමාන්ය සෘතුමය උණ එන්නත සඳහා අමෙරිකානු ආහාර හා ඖෂධ පරිපාලනය විසින් නිල අනුමැතිය ලබා දී තිබේ.,False,mixed,386d258ea90f0fb83d764f1354bbb0be170eb8211a8ac8bc4cc42b14c45dd532,DUP_386d258ea90f0fb8,1,False,81,4.406719247264253,0.9876543209876544,0.9204545454545454,0.0123456790123456,0.0227272727272727,0.0,0.0113636363636363,0.0,0.0113636363636363,0.0,0.0113636363636363,0.0,0.0113636363636363,0.0,0.0113636363636363,like,0.9876543209876544,0.9753086419753086,neutral,0.3131360910422586,0.029402384650099,0.0341853472967828,True,0.0123456790123456,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved,negative,negative,0.3583674498182111,False,False,0.21413772392350308,0.019467065811227553,0.3583674498182111,0.31513433976978616,0.18102736924346008,0.14547084116854275,0.13555647932187032,0.06644464607739257,0.0016494791718027427,0.0004882189490623332,0.7119344601657307,0.45899361706791214,0.8416546489990115,0.09405153799763522,0.6859419179078821,0.16044720729993278,0.23856343638764602,"candidate=negative; anchor_balance=0.006; mixed_evidence=0.019; strongest=care_empathy=0.84, sadness=0.71",final_model,reactionfusion_v2_hybrid_development
